,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
1023,LPL Financial Holdings,LPLA,60.7,62.06,60.31,61.35,0.78,1.29,"1,611,097",66.64,37.92,1.00,1.63,23.78,7.37
