,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
1635,TransGlobe Energy,TGA,1.48,1.61,1.48,1.61,0.14,9.46,"147,825",1.85,1.07,0.10,6.22,...,11.81
