,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
890,Intersect ENT,XENT,41.7,42.25,41.6,41.75,0.20,0.48,"260,895",42.25,17.25,...,...,...,28.86
