,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
733,Golden Entertainment,GDEN,25.16,26.69,24.82,26.09,0.85,3.37,"699,280",34.75,13.79,...,...,200.69,-20.09
