,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
1171,Netease ADR,NTES,272.47,272.78,262.02,266.3,-8.84,-3.21,"1,633,650",377.64,253.20,1.52,0.57,22.41,-22.83
