,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
76,Alliance Holdings GP,AHGP,23.16,23.59,22.94,23.17,-0.07,-0.30,"66,076",31.79,22.71,2.97,12.82,7.47,-13.51
