,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
1647,Triumph Bancorp,TBK,39.75,39.95,39.05,39.5,-0.35,-0.88,"330,047",44.05,20.50,...,...,21.69,25.40
