,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
1624,Tonix Pharmaceuticals Holding,TNXP,3.27,3.3,3.16,3.2,-0.02,-0.73,"36,547",5.00,2.75,...,...,...,-7.34
