,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
993,Liberty Latin America Cl A,LILA,19.95,20.21,19.74,19.81,-0.05,-0.25,"78,138",24.00,19.00,...,...,...,...
