,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
1583,Syntel,SYNT,28.23,28.45,27.3,28.14,0.26,0.93,"763,907",28.45,15.88,...,...,13.53,22.40
