,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
1772,Wix.com,WIX,86.05,87.47,84.85,85.0,-1.45,-1.68,"534,503",89.95,50.90,...,...,...,47.70
