,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
1773,Woodward,WWD,74.88,75.42,74.2,74.87,-0.56,-0.74,"324,238",89.30,65.22,0.57,0.76,27.53,-2.18
