,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
1708,Vascular Biogenics,VBLT,2.2,2.25,2.1,2.15,-0.05,-2.27,"185,024",9.05,2.00,...,...,...,-69.72
