,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
1593,Tarena International ADR,TEDU,10.72,10.87,10.62,10.72,0.04,0.37,"65,085",21.70,10.60,...,...,23.09,-28.49
